日期,測站,測項,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2018/12/01,后里測站,WD,212,189,202,191,121,67,0,60,50,344,351,332,357,360,4,328,344,355,4,33,36,36,78,119
2018/12/02,后里測站,WD,119,88,101,100,107,99,49,48,185,235,251,305,297,250,290,319,281,267,273,59,36,44,94,93
2018/12/03,后里測站,WD,88,72,35,67,12,76,47,46,284,314,4,320,322,339,335,345,354,27,32,38,46,50,103,108
2018/12/04,后里測站,WD,73,115,72,70,85,81,75,79,78,43,5,348,15,334,357,1,17,26,33,40,41,43,39,37
2018/12/05,后里測站,WD,32,32,26,34,44,31,41,44,31,29,21,22,24,19,19,18,11,18,30,359,36,51,43,101
2018/12/06,后里測站,WD,24,19,23,32,25,35,33,34,47,27,6,20,9,345,358,8,4,20,28,34,33,34,20,23
2018/12/07,后里測站,WD,24,25,27,40,25,35,33,33,35,32,29,27,26,24,24,23,24,24,24,27,40,27,29,29
2018/12/08,后里測站,WD,26,27,26,26,27,32,32,26,31,30,23,23,22,21,20,21,24,23,24,23,24,25,27,27
2018/12/09,后里測站,WD,29,25,24,25,35,39,31,38,19,13,26,27,25,26,27,20,26,22,23,25,26,25,33,32
2018/12/10,后里測站,WD,28,35,29,30,29,26,35,30,23,23,28,24,21,24,29,25,21,27,17,25,27,34,30,27
2018/12/11,后里測站,WD,38,49,39,47,37,45,35,25,25,18,21,18,20,18,20,16,22,25,23,28,24,26,27,31
2018/12/12,后里測站,WD,26,31,30,33,36,37,36,34,35,38,37,29,25,28,33,23,38,28,26,36,36,28,33,37
2018/12/13,后里測站,WD,35,31,33,32,33,25,39,39,43,31,40,17,7,20,20,22,27,22,25,28,22,23,24,29
2018/12/14,后里測站,WD,31,27,29,36,35,30,27,39,36,30,347,342,339,357,14,22,23,23,23,24,30,29,20,31
2018/12/15,后里測站,WD,40,28,42,37,42,39,37,33,35,315,251,234,309,325,317,325,10,7,26,35,31,36,26,52
2018/12/16,后里測站,WD,205,13,27,45,38,76,48,33,28,14,15,336,337,349,28,24,25,26,32,31,27,25,29,27
2018/12/17,后里測站,WD,23,26,25,27,34,30,33,33,27,25,25,23,21,21,19,18,24,26,30,31,34,37,39,43
2018/12/18,后里測站,WD,42,39,35,39,33,31,37,34,42,275,3,298,301,305,320,354,1,13,50,86,92,139,103,108
2018/12/19,后里測站,WD,111,126,108,124,107,102,117,189,187,206,201,198,209,207,219,238,260,313,72,178,165,143,127,160
2018/12/20,后里測站,WD,154,86,64,61,91,103,73,82,115,103,155,169,257,321,315,331,5,4,33,44,44,93,100,140
2018/12/21,后里測站,WD,111,89,90,52,61,57,45,63,133,26,330,335,340,349,4,20,15,354,347,48,90,210,223,206
2018/12/22,后里測站,WD,191,183,183,213,284,348,15,17,64,28,16,339,341,352,326,346,343,17,28,27,27,29,17,26
2018/12/23,后里測站,WD,25,30,26,34,25,28,15,22,23,16,28,21,19,22,23,24,25,31,38,29,23,30,27,*
2018/12/24,后里測站,WD,25,30,34,23,27,27,31,38,30,24,23,27,24,18,18,16,25,23,25,24,26,30,33,40
2018/12/25,后里測站,WD,34,41,33,34,36,24,27,26,#,#,24,352,352,5,19,18,18,25,27,25,18,19,15,16
2018/12/26,后里測站,WD,24,23,25,24,25,27,27,27,28,35,20,7,19,20,19,20,29,31,28,24,24,30,27,28
2018/12/27,后里測站,WD,27,26,25,24,24,24,26,26,32,28,28,25,25,28,33,31,29,32,37,27,34,28,34,35
2018/12/28,后里測站,WD,38,37,35,36,33,35,34,35,38,37,28,28,27,23,26,27,24,25,29,35,35,33,34,36
2018/12/29,后里測站,WD,36,31,32,32,32,29,33,31,32,34,31,35,25,26,26,25,22,24,28,35,39,39,40,39
2018/12/30,后里測站,WD,42,40,40,41,42,41,44,35,49,27,33,21,28,35,45,4,22,24,24,23,25,26,24,29
2018/12/31,后里測站,WD,17,25,32,29,25,27,37,25,23,22,22,19,26,19,26,22,22,24,24,25,26,38,37,37
