日期,測站,測項,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2018/12/01,烏日測站,CO,0.24,0.24,0.24,0.24,0.2,0.29,0.39,0.59,0.73,0.24,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.24,0.24,0.29,0.44,0.49,0.54,0.44
2018/12/02,烏日測站,CO,0.24,0.2,0.15,0.1,0.15,0.15,0.24,0.2,0.15,0.15,0.1,0.2,0.24,0.2,0.15,0.1,0.1,0.15,0.15,0.15,0.29,0.29,0.34,0.29
2018/12/03,烏日測站,CO,0.2,0.2,0.2,0.15,0.15,0.15,0.24,0.68,1.32,0.54,0.54,0.24,0.2,0.1,0.1,0.1,0.1,0.34,0.54,0.78,0.93,0.59,0.54,0.49
2018/12/04,烏日測站,CO,0.44,0.34,0.24,0.24,0.2,0.2,0.29,0.59,0.2,0.1,0.1,0.15,0.05,0.05,0.05,0.05,0.05,0.2,0.39,0.98,1.47,0.98,0.44,0.29
2018/12/05,烏日測站,CO,0.29,0.29,0.15,0.1,0.2,0.15,0.2,0.49,0.49,0.34,0.24,0.15,0.15,0.15,0.15,0.15,0.24,0.34,0.44,0.39,0.49,0.59,0.54,0.54
2018/12/06,烏日測站,CO,0.44,0.44,0.34,0.39,0.54,0.54,0.73,1.12,0.78,1.22,#,0.24,0.15,0.15,0.1,0.1,0.15,0.29,0.29,0.34,0.39,0.59,0.44,0.24
2018/12/07,烏日測站,CO,0.15,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.15,0.15,0.1,0.1,0.1,0.1,0.05,0.05,0.1,0.15,0.15,0.15,0.15,0.15,0.1,0.15
2018/12/08,烏日測站,CO,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.15,0.15,0.15,0.15,0.1,0.1,0.1,0.1
2018/12/09,烏日測站,CO,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.1,0.15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.15,0.15,0.15,0.15,0.15,0.15,0.15
2018/12/10,烏日測站,CO,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.34,0.24,0.2,0.15,0.2,0.2,0.2,0.15,0.2,0.2,0.29,0.39,0.2,0.24,0.24,0.34,0.24
2018/12/11,烏日測站,CO,0.15,0.15,0.15,0.15,0.15,0.2,0.24,0.49,0.29,0.29,1.27,0.2,0.1,0.1,0.1,0.15,0.15,0.24,0.29,0.2,0.2,0.15,0.1,0.1
2018/12/12,烏日測站,CO,0.1,0.1,0.05,0.05,0.05,0.05,0.1,0.15,0.15,0.15,0.1,0.1,0.15,0.1,0.15,0.2,0.2,0.44,0.44,0.34,0.39,0.39,0.34,0.29
2018/12/13,烏日測站,CO,0.24,0.24,0.24,0.2,0.24,0.2,0.24,0.39,0.34,0.29,0.24,0.29,0.2,0.15,0.1,0.1,0.15,0.2,0.15,0.2,0.2,0.2,0.2,0.24
2018/12/14,烏日測站,CO,0.15,0.15,0.15,0.15,0.15,0.15,0.2,0.34,0.54,0.88,0.78,0.24,#,0.24,0.2,0.2,0.2,0.29,0.39,0.24,0.2,0.24,0.2,0.15
2018/12/15,烏日測站,CO,0.15,0.15,0.1,0.1,0.15,0.15,0.24,0.44,0.34,0.34,0.29,0.29,0.29,0.2,0.2,0.2,0.2,0.39,0.59,0.63,0.68,0.49,0.49,0.49
2018/12/16,烏日測站,CO,0.39,0.39,0.39,0.39,0.29,0.29,0.34,0.49,0.44,0.54,0.24,#,0.15,0.1,0.15,0.1,0.1,0.1,0.15,0.2,0.15,0.15,0.15,0.15
2018/12/17,烏日測站,CO,0.1,0.1,0.15,0.2,0.2,0.2,0.2,0.24,0.24,0.24,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.34,0.34,0.24,0.2,0.15,0.15,0.29
2018/12/18,烏日測站,CO,0.39,0.34,0.15,0.2,0.24,0.29,0.49,1.22,1.07,0.98,0.78,0.24,0.24,0.24,0.24,0.2,0.24,0.54,1.17,0.78,0.73,0.68,0.59,0.68
2018/12/19,烏日測站,CO,0.54,0.44,0.34,0.44,0.29,0.29,0.54,1.12,0.49,0.24,0.15,0.15,0.15,0.15,0.15,0.15,0.2,0.54,0.88,0.88,1.03,0.63,0.63,0.54
2018/12/20,烏日測站,CO,0.44,0.34,0.29,0.2,0.2,0.24,0.29,0.73,0.54,0.29,0.15,0.1,0.1,0.1,0.1,0.15,0.2,0.54,0.39,0.54,0.83,0.63,0.59,0.54
2018/12/21,烏日測站,CO,0.54,0.39,0.2,0.2,0.24,0.24,0.29,0.68,0.44,0.44,0.63,0.24,0.34,0.2,0.2,0.2,0.2,0.29,0.34,0.44,0.59,0.54,0.39,0.39
2018/12/22,烏日測站,CO,0.34,0.29,0.24,0.24,0.24,0.24,0.29,0.68,0.59,0.34,0.24,0.2,0.2,0.2,0.2,0.24,0.24,0.44,0.44,0.54,0.63,0.44,0.29,0.29
2018/12/23,烏日測站,CO,0.24,0.24,0.2,0.2,0.15,0.2,0.24,0.24,0.2,0.2,0.2,0.2,0.2,0.15,0.24,0.29,0.29,0.24,0.29,0.29,0.24,0.24,0.2,0.2
2018/12/24,烏日測站,CO,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.2,#,0.15,0.15,0.15,0.15,0.1,0.1,0.15,0.15,0.29,0.29,0.24,0.24,0.24,0.29,0.39
2018/12/25,烏日測站,CO,0.24,0.24,0.2,0.2,0.2,0.24,0.2,0.44,0.54,0.59,0.24,0.24,0.2,0.15,0.15,0.15,0.2,0.24,0.24,0.2,0.2,0.15,0.15,0.1
