日期,測站,測項,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2018/12/01,霧峰測站,WS,0.1,0.1,0.1,0.1,0.1,0.4,0.1,0.2,0.7,0.2,0.2,0.6,0.3,0.6,0.6,0,0,0,0.1,0.4,0.9,1.1,1.2,0.6
2018/12/02,霧峰測站,WS,0.4,0.3,0.2,0.7,0.3,0.2,0.6,0.5,0,0,0,0,0,0,0,0,0,0,0.1,0.3,0.9,0.9,0.7,1.1
2018/12/03,霧峰測站,WS,0.3,0.3,0.8,0.7,0.1,0.4,0.5,0.2,0,0.1,0,0.1,0.1,0,0,0.5,0.3,0.3,0.7,1.2,1.2,0.6,0.6,0.9
2018/12/04,霧峰測站,WS,0.1,0,0.1,0.1,0.6,0.1,0.1,0.5,0,0,0.2,0.6,0.4,0.4,0.6,0.5,1,0.8,0.1,0.3,0.3,0.2,0.1,0.2
2018/12/05,霧峰測站,WS,0,0,0,0,0.7,0.2,0.2,0.1,0,0,0.2,0.3,0.4,0,0.1,0,0,0,0,0,0.7,0.5,0.2,0.5
2018/12/06,霧峰測站,WS,0.6,0.2,0,0.7,0.3,0,0.6,0.7,0,0,0,0.2,0.1,0,0.2,0.7,0.5,0.3,0.5,0.1,0.5,0.9,0.4,0
2018/12/07,霧峰測站,WS,0,0.3,0.5,0.7,0.2,0.6,0.4,0.1,0.4,0.3,0.3,0,0,0.1,0.4,0.7,0.3,0.8,1.2,1.1,0.6,0.2,0.3,0.6
2018/12/08,霧峰測站,WS,0.8,0.7,0.4,0.7,0.3,0.6,0.4,0.4,0.5,0.3,0.5,0.6,0.4,0.1,0.4,0.3,0.1,0.1,0.6,0,0,0,0.4,0.4
2018/12/09,霧峰測站,WS,0.1,0,0.4,0.7,0.6,0,0,0.3,0.3,0,0.6,0.4,0.7,0.5,0.5,0.4,0.7,0.2,0.1,0.1,0.1,0,0,0.9
2018/12/10,霧峰測站,WS,0.6,0.5,0.8,0,0.3,0.5,0.7,0.8,0,0.6,1.3,1.2,0.4,1,0.5,0.1,0,0.8,0.3,0.8,0.1,0,0.5,0
2018/12/11,霧峰測站,WS,0.1,0,0,0,0.2,0.1,0.1,0,0.3,0.5,0.4,0.4,0.5,1.3,0.7,0.6,1,0.9,1,0.9,0,0.4,0.6,0.6
2018/12/12,霧峰測站,WS,0.9,0.9,0.8,1.2,1.1,0.9,0.8,0.2,0.8,1.1,0.3,0.2,0.2,0.7,0.7,0.8,0.3,0.2,0.2,0.6,0.3,0.3,0.7,0.1
2018/12/13,霧峰測站,WS,0,0,0,0.1,0.2,0,0.3,0,0,0.1,0.2,0,0.1,0.4,1.1,0.9,0.4,1.2,0.7,0,0,0,0,0.1
2018/12/14,霧峰測站,WS,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0,0.2,0.1,0.2,0.2,0.5,0.3,0.4,0.2,0,0,0.2,0,0.1,0.1
2018/12/15,霧峰測站,WS,0.1,0.1,0.1,0.6,0,0.1,0.8,0.1,0,0,0.1,0,0,0.1,0,0,0.2,0.1,0,0.2,0.2,0.5,0.1,0.3
2018/12/16,霧峰測站,WS,0.1,0.1,0.1,0.1,0.2,0.4,0.7,0,0.1,0.4,0.2,0.3,0.3,0.3,0.5,0.4,0.8,0.8,0.6,0.1,0.7,1.1,1,0.4
2018/12/17,霧峰測站,WS,0.4,0.1,0.6,0.5,1.1,0.2,0.7,0.5,0.6,0.8,0.5,0.2,1.4,0.5,0.5,0.2,0.1,0.3,0.2,0.6,0.2,1.2,1.2,0.5
2018/12/18,霧峰測站,WS,0.9,1,0.7,0.4,0.1,0.7,0.3,0,0,0.1,0.1,0,0.2,0.1,0,0,0,0.6,1.5,1.4,0.9,0.1,0.4,1.1
