日期,測站,測項,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2018/12/01,太平測站,PM10,148,143,124,113,122,122,124,135,129,112,95,78,70,60,54,48,53,91,117,127,104,84,66,49
2018/12/02,太平測站,PM10,42,48,44,41,31,29,25,26,28,33,38,32,36,45,57,64,67,71,76,78,78,67,77,73
2018/12/03,太平測站,PM10,68,65,56,45,34,32,30,36,64,60,76,84,81,51,46,50,40,47,51,59,62,51,49,44
2018/12/04,太平測站,PM10,47,46,38,31,31,27,32,36,81,45,#,44,41,24,21,29,34,25,27,32,38,35,31,24
2018/12/05,太平測站,PM10,29,23,16,17,18,14,21,32,29,36,44,47,48,31,40,45,49,47,#,42,51,53,50,44
2018/12/06,太平測站,PM10,43,44,40,45,33,28,41,45,53,58,65,51,36,41,44,49,55,52,76,69,73,80,62,57
2018/12/07,太平測站,PM10,62,41,25,23,21,13,14,16,18,23,31,35,30,26,23,31,42,44,28,24,21,18,20,16
2018/12/08,太平測站,PM10,17,5,7,10,10,9,11,13,17,24,39,47,42,27,26,31,30,32,25,21,26,25,21,21
2018/12/09,太平測站,PM10,28,14,18,11,13,13,12,12,13,14,19,14,19,17,20,22,30,72,25,19,22,21,13,14
2018/12/10,太平測站,PM10,19,11,14,17,18,16,16,22,20,26,17,18,23,25,21,23,25,31,34,39,41,32,37,35
2018/12/11,太平測站,PM10,34,28,33,27,30,32,32,31,48,41,35,37,31,40,35,37,38,37,29,29,28,24,20,17
2018/12/12,太平測站,PM10,15,11,12,17,6,6,7,10,16,20,24,31,31,27,26,22,29,31,33,33,27,30,28,20
2018/12/13,太平測站,PM10,23,27,22,30,54,27,23,22,35,35,42,40,50,39,30,48,45,45,36,38,35,35,34,36
2018/12/14,太平測站,PM10,39,31,26,22,24,24,28,23,27,42,#,53,44,45,48,46,47,39,33,32,27,21,26,20
2018/12/15,太平測站,PM10,25,23,23,21,21,31,28,28,32,44,62,73,83,80,72,64,61,72,72,68,69,58,55,53
2018/12/16,太平測站,PM10,57,59,55,48,47,51,50,54,62,74,94,74,66,57,74,76,80,54,43,45,36,34,28,23
2018/12/17,太平測站,PM10,27,24,28,30,28,24,15,15,19,35,39,40,46,52,47,54,53,59,68,54,54,45,41,25
2018/12/18,太平測站,PM10,22,29,30,25,30,29,29,33,46,57,69,92,95,91,76,79,72,72,76,75,65,61,59,52
2018/12/19,太平測站,PM10,51,47,48,52,50,52,54,57,65,70,74,69,75,80,78,75,82,76,92,88,68,66,69,57
2018/12/20,太平測站,PM10,55,53,42,38,36,37,38,46,57,52,77,#,80,28,26,38,43,75,56,56,55,53,48,52
2018/12/21,太平測站,PM10,55,47,49,38,34,45,45,44,58,79,86,75,82,94,84,83,91,93,100,94,100,101,95,104
2018/12/22,太平測站,PM10,93,121,116,118,82,81,85,92,104,91,82,79,87,85,86,90,100,107,122,132,127,126,117,107
2018/12/23,太平測站,PM10,91,94,78,77,70,69,67,54,62,68,69,49,53,44,41,36,32,36,25,27,22,16,14,11
2018/12/24,太平測站,PM10,11,11,11,11,#,#,11,15,20,19,#,27,32,25,22,32,33,25,31,27,25,24,26,24
2018/12/25,太平測站,PM10,35,32,28,27,30,34,31,29,34,48,57,60,49,38,53,58,71,74,#,55,51,48,38,27
2018/12/26,太平測站,PM10,33,28,23,#,13,16,18,23,27,26,35,38,39,38,40,46,38,32,33,32,24,30,26,29
2018/12/27,太平測站,PM10,23,25,27,27,27,22,24,21,24,28,31,20,29,31,32,29,35,32,28,15,14,15,16,16
2018/12/28,太平測站,PM10,19,14,12,9,8,13,13,10,11,13,22,23,26,26,25,30,32,28,30,22,24,19,11,11
2018/12/29,太平測站,PM10,11,12,12,11,12,13,13,13,14,21,27,25,26,18,23,29,33,48,39,32,27,23,22,23
2018/12/30,太平測站,PM10,22,17,20,22,22,21,24,20,30,34,28,37,33,43,41,39,46,45,32,28,35,33,28,22
2018/12/31,太平測站,PM10,18,18,17,21,21,16,20,15,14,16,22,19,24,17,20,21,23,26,22,21,22,27,32,39
