日期,測站,測項,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2018/12/01,霧峰測站,NO2,23.9,15.3,12.6,10.5,7.9,8.4,14.4,24.1,19.2,20.3,20.5,14.5,11.7,11.5,8.3,12.8,27.4,34.6,34.3,22.8,18.4,14.6,11.8,11.2
2018/12/02,霧峰測站,NO2,9.7,8.1,7.4,6.6,8.2,6.3,7.3,8.6,12.8,14.6,12.5,9.6,10.3,10.7,10.5,11.1,13.8,21.5,21.8,17.5,13.6,12.2,10.7,10.1
2018/12/03,霧峰測站,NO2,8.4,6.3,5.2,4.2,4.4,4.9,9,13.4,22.1,#,24.5,26.5,29,26.1,21.7,18.9,25.6,34.5,26.2,21.6,20.9,20.7,22.3,20.6
2018/12/04,霧峰測站,NO2,21,19.7,15,12.6,9.5,8.2,10.9,15.5,29.2,#,#,20.8,16.5,16,14.1,13.6,15.5,24.3,23.4,16.8,13.1,13.2,12.1,11.7
2018/12/05,霧峰測站,NO2,10.5,12,11.9,10.2,11.3,10.7,10.7,11.7,19.6,33.4,36.9,24.1,19.3,16.4,15.9,20.9,28.5,41.5,39.2,36.1,33.4,27,24.9,23.2
2018/12/06,霧峰測站,NO2,22.4,21.8,22.5,21.8,18.6,17.7,16.3,16.3,28.2,35.1,36.8,24.9,15.9,16,14.7,13.6,16.5,26.8,28.7,28.8,25.3,20.4,20.5,25.2
2018/12/07,霧峰測站,NO2,23.9,17.8,15,9.3,10.5,10.8,15.1,22.3,21.9,18.7,18.5,17,16.9,13.7,12.8,15.7,22.2,23.1,23.1,17.4,15.1,16.6,14.6,10.2
2018/12/08,霧峰測站,NO2,8.3,7.7,6.3,6.3,6.8,6.7,7.8,12.9,13.2,14.1,12.8,11.7,12,11.2,11.9,14.1,17.9,26.9,22.9,23.4,24.4,23.8,18.7,14.6
2018/12/09,霧峰測站,NO2,9.6,8.5,8.1,6.7,5.5,7.8,14.3,16.8,16.4,15.3,15.6,13,13.3,10.4,9.7,12.1,13.9,19.5,22.2,22.1,23.4,23.5,21.9,16.3
2018/12/10,霧峰測站,NO2,16.4,14.3,14.5,12.9,10,9.2,10,10.3,18.9,20.9,18.2,16.9,20.5,20.1,22.5,27,30.3,30.2,27.3,26.2,22.4,24.6,22.6,22.8
2018/12/11,霧峰測站,NO2,20.7,20.7,17.7,13.9,12.2,10.7,9.3,13.3,20.9,19.4,16.7,17.7,16.1,16.1,17.7,20.5,24.7,28.3,29.5,26.6,25.5,22.2,17.2,12.3
2018/12/12,霧峰測站,NO2,7.7,7.1,5.8,4.8,4.9,5.3,9.4,18.9,20,16.1,17.1,19.1,18,15.2,17,#,23.2,30.5,32,24.7,21.1,21.1,15.4,14.3
2018/12/13,霧峰測站,NO2,12.6,11.5,11,10.1,8.8,12.7,15,20.7,22.5,25.5,28.8,25.1,25.4,17.4,17.1,22.9,29.6,32,30.3,30,29.8,29.3,27.9,27.4
2018/12/14,霧峰測站,NO2,23.4,21.8,20.2,19.5,16.2,16.2,20.9,20.6,18.4,21.1,31.2,29.3,22.5,18.8,18.2,20.9,25.4,35.9,40.2,32.6,25.2,28.9,28.1,25
2018/12/15,霧峰測站,NO2,22.8,20.7,19.8,16.4,14.4,14,13.7,13.5,19.4,22.8,22.3,19.6,17,15.7,19.7,21.4,21.3,31.2,35.9,27.2,24.9,22.5,18.7,21.4
2018/12/16,霧峰測站,NO2,19.1,20.6,19.3,19,21.4,18.7,16.3,17.9,22.9,28.1,30.5,17.3,12.2,12.5,13.2,13.2,12.4,17.7,20.6,22.3,19.3,14.7,13.6,11.9
2018/12/17,霧峰測站,NO2,10.6,9.9,12.2,9.1,8.9,10.3,12.9,16.9,21.1,14.8,14.4,16.1,15.1,14.4,17.4,24.1,28,40.3,43.5,28.8,23.2,21.2,18.1,16.3
2018/12/18,霧峰測站,NO2,13.8,11.9,10.2,8.3,9.1,8.2,10.7,15.5,23.6,34.4,37.8,26.5,16,15.4,21.1,29.8,37.9,46.3,29.6,25.8,20.4,19.2,15,11.1
2018/12/19,霧峰測站,NO2,8.9,7.3,6.3,6.1,7.1,9.4,10.5,24.6,30.7,16.2,14.4,13.9,13.7,12.9,12,15.4,21,32.7,27,21.4,21.8,20.8,14.7,11.3
2018/12/20,霧峰測站,NO2,9.4,7,6.2,5.2,5.2,6.6,9.8,16.9,24.2,#,14.3,9.3,7.5,8.5,11.7,21.8,31.9,36.6,31.1,26.6,19.6,15.9,15.7,14.3
2018/12/21,霧峰測站,NO2,9.8,8.2,8.8,6.9,7.1,9.3,12.6,19.4,29.4,32.7,28.1,36.5,20.2,19.6,18.9,20.7,24.4,32.5,39,32.3,26.2,22.7,19,16.7
2018/12/22,霧峰測站,NO2,15.3,12,11.5,7.7,6.9,9.4,11.2,16.1,16.7,24.7,25.2,26.2,22.8,21.9,24.6,28.1,36.1,43.3,38,29.6,27,24.4,23.2,22.6
2018/12/23,霧峰測站,NO2,24.5,24.8,21.6,22.2,18.4,16.3,16.3,14.8,17.4,21.1,19.8,16.3,17.6,16.2,15.9,20.7,24,25.4,27,26.9,25.2,23.9,23.5,19.6
2018/12/24,霧峰測站,NO2,13.4,8.7,7.3,6.6,5.5,7.2,11.3,18.9,24.8,22.1,18.5,18.1,19.1,16.6,16.7,19.5,24.9,34.5,35.6,35,31.7,24.8,23.3,23.8
2018/12/25,霧峰測站,NO2,27.4,29.1,24.8,22.5,22.8,22.8,25.9,24.5,29.3,33.4,44.5,34.5,32.5,24.8,20.6,22.1,25.6,27.6,29.2,25.7,21.5,19.1,19.7,17.9
2018/12/26,霧峰測站,NO2,14.1,13.2,12.5,10.4,11.9,14.7,20.7,22.5,21.2,22.2,24.1,24.6,20,19.8,22.4,25.8,26.1,30,30.8,24.8,25.9,25.3,24.8,20.5
2018/12/27,霧峰測站,NO2,14.8,10.5,7.9,8.9,6.6,7.9,9.4,16.4,14.4,8.2,#,#,12.6,15,15.9,14,19.1,19.4,21.2,16.6,17.5,12.6,12.3,7.9
2018/12/28,霧峰測站,NO2,5.7,4.6,3.8,3.3,3.1,3.8,7.2,15.1,12.3,20.7,20.8,15.7,12.5,12.5,13.5,15,16.6,23.4,23.9,21.7,18.5,14.7,10.6,8.3
2018/12/29,霧峰測站,NO2,6.9,4.4,3.2,3.7,4.1,3.3,7.5,9.2,11.9,9.1,12.2,13.2,10.5,9.5,11.4,11.2,12.8,14.9,16.6,14.6,12.2,8.8,7.3,8.4
2018/12/30,霧峰測站,NO2,7.1,5.8,7,7.7,6.8,9.1,9.1,9.1,13.1,14.1,13.2,15.1,16.2,11.5,8.1,11.3,15.3,24.3,26.7,31,25,25.8,23.4,19.7
2018/12/31,霧峰測站,NO2,12.5,9.2,7,5.1,5.2,5.5,9.1,14.3,17.5,17.5,15.2,17.3,14.7,14.7,12.7,13.3,18.1,22.6,27,25.5,24.4,20.2,17.9,17.4
