日期,測站,測項,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2018/12/01,霧峰測站,SO2,2.7,2.8,2.5,2.5,2.1,2.2,2.4,2.7,3.1,3.5,3.4,3,2.8,2.9,2.6,2.6,2.6,2.7,2.6,2.6,2.4,2.6,2.1,1.7
2018/12/02,霧峰測站,SO2,1.6,1.8,1.6,1.6,1.7,1.4,1.6,1.8,1.9,1.8,1.8,1.9,2.2,2.1,2.2,2.3,2.1,2.1,2.1,2,1.9,2,1.9,2.1
2018/12/03,霧峰測站,SO2,1.9,1.8,1.7,2,1.9,1.8,2,2.6,2.5,#,2.7,2.9,3.2,4.4,3,2.5,2.2,2.2,2.3,2.1,2.1,2.3,2.3,2.5
2018/12/04,霧峰測站,SO2,2.5,2.4,2.3,2.2,2.3,2.2,2.6,2.5,3.1,#,#,2.7,2.5,2.3,2.2,2.4,2.1,2.3,2.8,2.7,2.4,2.5,2.4,2.3
2018/12/05,霧峰測站,SO2,2.2,2.2,2,2,2,2.2,2.5,2.5,2.7,3,3.3,2.9,3,2.4,2.3,2.2,2.3,2.3,2.8,3,2.7,2.7,2.7,2.8
2018/12/06,霧峰測站,SO2,2.6,2.3,2.4,2.2,2.5,2.4,2.7,3.1,3.6,4.2,4.1,3.7,3.2,2.9,2.6,2.5,2.3,2.5,2.9,2.8,2.7,2.8,2.8,2.3
2018/12/07,霧峰測站,SO2,2.3,2.1,2.4,2.3,1.8,2.1,2,2.1,2.3,2.5,2.4,2.4,2.3,1.8,2,2,2.1,2.1,2.3,2.1,2.1,2,1.9,2.1
2018/12/08,霧峰測站,SO2,2,2.1,2,1.9,2.1,2,2.2,2.2,2.5,2.4,2.3,2.3,2.4,2.1,2.1,2.1,2.2,2.2,2.6,2.5,2.6,2.5,2.5,2.6
2018/12/09,霧峰測站,SO2,2.4,2.2,2.1,2.2,2.2,2.1,2.3,2.2,2.2,2.5,2.6,2.5,2.7,2.4,2.4,2.4,2.6,2.5,2.3,2.6,2.4,2.4,2.4,2.8
2018/12/10,霧峰測站,SO2,2.8,2.7,2.4,2.4,2.5,2.5,2.7,2.7,3,3.4,3.1,3,2.9,2.8,3.1,3,3,3,3.1,3.1,3,3.2,2.6,2.1
2018/12/11,霧峰測站,SO2,2,1.9,2.1,1.4,1.6,1.5,2,2.2,2.5,2.2,1.9,2.1,2.1,1.7,2,2.1,1.9,1.6,2.3,2.2,2.1,2.1,2.4,3.2
