日期,測站,測項,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2018/12/01,文山測站,SO2,2.7,1.8,1.7,1.2,#,1.4,1.8,3.9,3.8,2.9,2.2,1.6,1,0.6,0.8,1.6,2.1,1.9,1,1.7,2,1.7,1.2,0.7
2018/12/02,文山測站,SO2,0.6,0.3,0.4,0.3,#,#,0.5,0.5,0.6,0.5,0.3,0.4,2.2,1.7,1.7,2.5,2.5,1.6,2.2,3.7,3.3,2.3,2.3,1.7
2018/12/03,文山測站,SO2,0.6,0.3,0.2,0.5,#,0.5,0.5,0.9,1.9,1.9,1.9,1.7,2.1,2.4,1.8,1,0.6,1.2,0.8,0.3,0.5,0.2,0.5,0.6
2018/12/04,文山測站,SO2,0.5,0.8,1.1,1.2,#,0.6,3.8,1.6,2.1,1.7,1.2,1.1,0.7,0.4,0.4,0.2,0.3,0.4,0.6,0.5,1.8,2,2.7,2.1
2018/12/05,文山測站,SO2,1.9,1.2,1.1,0.9,#,0.8,0.5,0.5,0.7,1,#,#,1.6,1.6,2.4,2.2,3,2.2,2,2,2.2,1.8,2.3,2.1
2018/12/06,文山測站,SO2,2.2,1.9,1.9,2,#,2.4,2.4,3,3.2,3,2.4,2.2,2.1,2.5,2.1,1.9,2.2,1.6,1.6,1.9,2.2,2.4,2.2,1.7
2018/12/07,文山測站,SO2,2,2.1,1.6,1.2,#,0.8,1,1,1.1,1.4,1.4,1.4,1.3,1.4,1.4,1.6,1.6,2,2.1,1.8,1.7,1.8,1.5,1.6
2018/12/08,文山測站,SO2,1.4,1.2,1.3,1.3,#,1.2,0.9,1.1,1.3,1.3,1.1,1.1,1.1,1,1.4,1.6,1.5,1.2,1.3,1.3,1.5,1.4,1.3,1.4
2018/12/09,文山測站,SO2,1.2,1.3,1.1,0.9,#,0.8,1.2,0.8,1.1,1.2,1.3,1.3,1.6,1.5,1.2,1.2,1.2,1.4,1.6,1.3,1,1.4,1.3,1.6
2018/12/10,文山測站,SO2,1.3,1.3,1.2,1.2,#,0.8,0.9,1.1,1.1,1.1,1.1,1.2,1.2,1.1,1.2,1.4,1,1,1.2,1.3,1.5,1.3,1.3,1.1
2018/12/11,文山測站,SO2,1.1,1.7,2.1,2.2,#,1.8,1.8,1.3,1.3,1.5,1.4,1.4,1.1,1.4,1.3,1.4,1.3,1.4,1.5,1.3,1.3,1,1.1,1.1
2018/12/12,文山測站,SO2,1,0.9,0.9,1,#,0.7,0.8,1.1,1.1,1.3,1.3,1.6,1.6,1.4,1.5,1.6,1.6,1.6,1.4,1.6,1.7,1.4,1.6,1.5
2018/12/13,文山測站,SO2,1.6,1.6,1.4,1.3,#,0.9,1.2,1.5,1.5,1.7,1.6,2,1.8,1.8,2.2,2.1,2.3,2.2,2.3,2.2,1.9,1.5,1.3,1.4
2018/12/14,文山測站,SO2,1.6,1.7,1.4,1.6,#,2.1,2.8,1.6,1.7,2,2.5,2.1,1.9,1.9,3.1,1.7,1.8,1.5,1.4,1.5,1.5,1.5,1.2,1.4
2018/12/15,文山測站,SO2,1.5,1.5,1.5,1.6,#,1.3,2.2,2,2.2,2.4,2.8,1.9,2.3,2.1,2.4,2.1,1.5,1.8,1.6,1.5,1.7,2.4,2.4,2.8
2018/12/16,文山測站,SO2,2.5,2.2,2.5,2.8,#,2.8,2.5,3.7,3.8,2.9,2.2,2.2,1.6,1.3,1.8,1.5,1.5,1.3,1.3,1.6,0.9,0.9,0.8,1
2018/12/17,文山測站,SO2,1.6,1.8,1.4,1.1,#,0.8,1,1.3,1.4,1.6,1.8,2,2,2,2.2,2.4,2.5,2.6,2,2.2,2.2,1.3,1.3,1.4
2018/12/18,文山測站,SO2,1.4,2,2.2,1.8,#,1.7,2.1,2.2,3.2,2.5,2.7,1.9,2.4,#,#,#,2.7,2.7,2.7,2.5,2.2,1.8,1.5,1.4
2018/12/19,文山測站,SO2,1.4,1.4,1.4,1.3,#,1,1.3,1.9,1.7,2.6,3.1,2.6,3,2.8,3.4,3.2,3.4,3.5,2,2.4,1.8,1.8,2,2
2018/12/20,文山測站,SO2,1.5,1.2,1.4,1.4,#,1.5,1.5,2.1,3.2,2.2,2.1,1.2,1,1.8,2.4,2.2,3.6,5.8,2.8,2.8,2.8,1.9,1.9,1.7
2018/12/21,文山測站,SO2,1.7,1.9,1.7,1.7,#,2.7,2.5,2.5,2.5,3.2,3.7,3.6,3.1,2.2,2.6,1.8,1.5,1.3,1.4,1.3,1.3,1.4,1.5,1.5
2018/12/22,文山測站,SO2,2.4,3.6,1.8,1.7,#,1.3,2.6,2.5,2.1,2.3,2.4,2.3,2.2,2.4,3.6,2.5,2.3,1.5,1.5,1.6,1.8,1.6,1.4,2.2
2018/12/23,文山測站,SO2,2.6,2.5,2.2,2.1,#,3.3,3,2.7,1.8,1.5,1.5,1.6,1.4,1.3,1.3,1.1,1.1,0.9,1.1,1.2,0.8,0.9,0.9,0.9
